show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s1842,TV Show,Fate/Zero,,,Japan,"January 31, 2020",2011,TV-14,2 Seasons,"Action, Adventure, Anime","""This is the story that goes back to zero, back to the beginning.The ultimate battle royal, in which seven Masters vying for control of the miracle-granting Holy Grail summon seven Servants and fight until only one remains... The Holy Grail War.After three inconclusive wars, the fuse has now been lit once again for the fourth time.The Mages rush to the battleground of Fuyuki, each with long-held dreams of victory riding on their shoulders. However, among them is one man who can see no meaning in his own struggle. His name is Kirei Kotomine.Unable to comprehend fate's plan for him, Kirei is constantly plagued with doubt and uncertainty as to why a Command Seal has been granted to him. Before long, however, his destiny to fight causes him to cross paths with an old enemy.This enemy is Kiritsugu Emiya.Harder than anyone else, more merciless than anyone else, he is a man who covets the cup of miracles.This is the reality of the 4th Holy Grail War that was held 10 years ago that was only alluded to in the wildly popular game, Fate/stay night. What really happened in the fight between Shiro's foster father, Rin's father, and a young Kirei Kotomine will be revealed here!"""
s1843,TV Show,Fullmetal Alchemist: Brotherhood,,,Japan,"January 31, 2020",2009,TV-14,1 Season,"Action, Adventure, Anime","Brothers Edward and Alphonse Elric hoped to resurrect their mother’s corpse when they attempted human transmutation, but their reckless defiance of alchemy’s Law of Equivalent Exchange resulted in no miraculous reunion. Their experimentation with forbidden science plunged the boys into a hellish nightmare; half of Ed’s limbs were torn from his body, and Al awoke to discover his young soul transferred to a suit of armor. There is but one way the Elrics can restore what was lost - find the fabled Philosopher’s Stone. In a land marred by war and persecution, where truth comes only with tragedy, they undertake their desperate search. Every step closer to the mythical Philosopher’s Stone brings the broken brothers deeper into the darkest shadows of reality. Sinful abominations, both unnatural and human, will try to keep the boys from their redemption - but the Elrics must forge ahead if despair is to be transmuted into peace."
s1844,TV Show,Gurren Lagann,,,,"January 31, 2020",2008,TV-14,1 Season,"Action, Adventure, Anime","In a bleak future where humanity is forced to live underground, a fourteen year-old boy named Simon is assigned the task of digging tunnels to expand his village. But Simon stumbles across a fantastic device, and with the help of many other friends, they use the robots power to fight against their oppressors and take back the surface."
s1845,TV Show,Kill la Kill,,,Japan,"January 31, 2020",2013,TV-MA,1 Season,Anime,"Ryuko Matoi is a vagrant school girl traveling from place to place searching for clues to the truth behind her father's death - the ""woman with the scissor blade."" The journey had led Ryuko to Honnouji Academy. Honnouji Academy - where an elite group of students is granted superhuman powers by their special uniforms called the ""Goku Uniform."" With the power of the uniform, the student body president, Satsuki Kiryuin rules the students with unquestioned power and fear. Satsuki holds the secret to the ""scissor blade"" and Ryuko confronts Satsuki to gain information but… Was their encounter a mere coincidence or fate? The clash between the two will soon consume the whole academy!"
s1846,TV Show,Magi,,,,"January 31, 2020",2013,TV-14,1 Season,"Action, Adventure, Anime","A young boy, Aladin, travels a mysterious continent that is home to a mysterious ruin known as the “Dungeon,” in which great treasure is said to lay hidden. During his travels, the young boy meets Alibaba, and together they attempt to clear the “Dungeon” in order to claim the treasures within. As their quest brings about new encounters and farewells, Aladin will come to learn of his true destiny."
s1847,TV Show,Magi 2,,,,"January 31, 2020",2012,TV-14,1 Season,"Action, Adventure, Anime","A young boy, Aladin, travels a mysterious continent that is home to a mysterious ruin known as the “Dungeon,” in which great treasure is said to lay hidden. During his travels, the young boy meets Alibaba, and together they attempt to clear the “Dungeon” in order to claim the treasures within. As their quest brings about new encounters and farewells, Aladin will come to learn of his true destiny."
s1848,Movie,My little Pony Crystal Princess: The Runaway Rainbow en Español,,,,"January 31, 2020",2006,G,46 min,Kids,"La celebración del arcoíris se acerca, así que todos en Ponyville se preparan y esperan el primer arcoíris de la temporada."
s1849,Movie,My little Pony: A Very Minty Christmas en Español,,,,"January 31, 2020",2014,G,44 min,Kids,Minty se aventura en un peligroso viaje hacia el Polo Norte. En el camino descubre el valor de la amistad y que el simple hecho de dar de uno mismo puede garantizar una gran navidad para todos.
s1850,TV Show,My Little Pony: Friendship is Magic en Español,,,,"January 31, 2020",2019,,1 Season,"Family, Kids","Cuando Celestia y Luna deciden jubilarse y entregarle el gobierno de Equestria a Twilight y sus amigas, Twilight cae en una espiral de dudas. Mientras tanto, el antiguo villano Grogar se reúne con una legión de personajes malvados para conquistar todo Equestria, pero el restituido rey Sombra tiene sus propias ideas de conquista."
s1851,Movie,My Little Pony: The Princess Promenade en Español,,,,"January 31, 2020",2006,G,51 min,Kids,El paseo primaveral se acerca y los ponis se preparan para ello con la ayuda de los Breezies. Pero una hierba problemática cae sobre Wysteria y Pinkie Pie en una misteriosa cueva donde Spike el dragón ha estado dormido durante mil años.
s1852,Movie,My little Pony: Twinkle Wish Adventure en Español,,,,"January 31, 2020",2009,G,44 min,Kids,"Los ponis de Ponyville se preparan para el festival invernal de los deseos, pero cuando Cheerilee y sus amigas quedan a cargo de la estrella de los deseos, la pierden un día antes de la ceremonia de ornamentación."
s1853,Movie,Nisekoi,,,Japan,"January 31, 2020",2014,1 Season,,"Anime, Comedy, International","Raku Ichijo is an average high school student. He also happens to be the sole heir to the head of a Yakuza Family called the Shuei-gumi. 10 years ago, Raku made a promise… a secret promise with a girl he met. They promised one another that they will “get married when they reunite.” Since then, Raku never let go of the pendant the girl gave him. Then one day, a beautiful girl named Chitoge Kirisaki transfers into Raku’s class. Their chemistry was more than off. There was not a moment where they were not fighting. But, by a weird turn of events… Raku and Chitoge agree to become fake lovers. Although his heart is really interested in his classmate Kosaki Onodera… Raku must continue pretending to be Chitoge’s boyfriend. How far will you go for a love so truly fake? Which girl holds the key to Raku’s pendant and to his heart?"
s1854,TV Show,Nisekoi 2,,,,"January 31, 2020",2015,,1 Season,"Anime, Comedy, International","Raku Ichijo is an average high school student. He also happens to be the sole heir to the head of a Yakuza Family called the Shuei-gumi. 10 years ago, Raku made a promise… a secret promise with a girl he met. They promised one another that they will “get married when they reunite.” Since then, Raku never let go of the pendant the girl gave him. Then one day, a beautiful girl named Chitoge Kirisaki transfers into Raku’s class. Their chemistry was more than off. There was not a moment where they were not fighting. But, by a weird turn of events… Raku and Chitoge agree to become fake lovers. Although his heart is really interested in his classmate Kosaki Onodera… Raku must continue pretending to be Chitoge’s boyfriend. How far will you go for a love so truly fake? Which girl holds the key to Raku’s pendant and to his heart?"
s1855,TV Show,Oreshura,,,Japan,"January 31, 2020",2013,TV-14,1 Season,"Anime, Drama, International","The protagonist, Eita Kidou, is a high school freshman with excellent grades and a disdain for love. He used to live a regular school life with his childhood friend, Chiwa Harusaki, a girl who's nearly a sister to him, but then one day the school's most beautiful girl, Masuzu Natsukawa, confesses to him. However, her true desire is only to fool the eyes of others and pretend to be a couple. With a certain secret of his in Masuzu's hands, Eita is forced to play along… But a fierce battle over Eita begins as his ex-girlfriend, Himeka, and his fiancé, Ai, join the fray!!"
s1856,Movie,Plastic Memories,,,Japan,"January 31, 2020",2015,1 Season,,"Anime, International","In a world where there was a slight advancement in science. After failing his college entrance exams, 18 year-old Tsukasa Mizugaki is offered a position at the renowned SAI Corporation due to his father's connections. Sai Corporation was known for its production and management of androids that possessed human emotions called ""Giftia."" Tsukasa's job is to recover Giftias that are close to expiration. To make matters worse, he's paired with Isla, a female Giftia who has only ever had the task of serving tea."
s1857,TV Show,Puella Magi Madoka Magica,,,Japan,"January 31, 2020",2011,TV-14,1 Season,"Anime, International, Science Fiction","She has a loving family and best friends, laughs and cries from time to time. Madoka Kaname, an eighth grader of Mitakihara middle school, is one of those who lives such a life. One day, she had a very magical encounter. She doesn't know if it happened by chance or by fate. This is a fateful encounter that can change her destiny. This is a beginning of the new story of the magical witch girls."
s1858,TV Show,Rurouni Kenshin,,,Japan,"January 31, 2020",1996,TV-14,3 Seasons,"Anime, Science Fiction",The adventures of a young master Samurai who helps a struggling martial arts school in Meiji era Japan.
s1859,TV Show,Serie Pokémon XY,,,,"January 31, 2020",2014,,1 Season,"Anime, Kids","El viaje de Ash Ketchum continúa en la temporada Pokémon XY cuando él llega a la región Kalos, ¡una tierra rebosante de belleza, llena de nuevos Pokémon por descubrir! Luego de poner los ojos en la Liga Kalos, Ash está listo para luchar y atrapar tantos Pokémon como sea posible. Pero primero tendrá que enfrentar a los formidables Líderes de Gimnasio de esta región y descubrir algunas emocionantes novedades en la Evolución Pokémon. Aunque tiene nuevos amigos Serena, Clemont y Bonnie a su lado, también hay muchos rostros y Pokémon familiares a lo largo del camino mientras Ash persigue su sueño de convertirse en un Maestro Pokémon."
s1860,TV Show,Serie Pokémon XY – Expediciones en Kalos,,,,"January 31, 2020",2015,,1 Season,"Anime, Kids","¡Ash y Pikachu continúan con su viaje épico en la emocionante siguiente temporada de La Serie Pokémon XY¡ Mientras Ash continúa en su búsqueda para ganar ocho medallas de Gimnasio para poder entrar a la Liga Kalos, él y sus compañeros de viaje harán nuevos amigos, crearán nuevas rivalidades, y, por supuesto, conocerán a nuevos Pokémon. Serena, con su compañero Fennekin y su nuevo amigo Pancham, competirá en el mundo de la Exhibición Pokémon; Clemont continuará creando inventos y esperará que algunos tengan éxito; y Bonnie, como siempre, ¡tratará de encontrar a alguien que cuide de su hermano mayor!"
s1861,TV Show,Serie Pokémon XYZ,,,,"January 31, 2020",2016,,1 Season,"Anime, Kids","¡La aventura de Ash y Pikachu en la región Kalos llega a su clímax en La serie Pokémon XYZ! Ahora que le falta sólo una medalla de Gimnasio para poder entrar a la Liga Kalos, Ash persigue su sueño de convertirse en un Maestro Pokémon con determinación. Serena también está un paso más cerca de alcanzar sus sueños, ahora que su camino en la Exhibición Pokémon se aproxima cada vez más a la competencia por la corona de la Reina de Kalos. Bonnie tiene un nuevo amigo a quien cuidar con el adorable aunque misterioso Blandito, pero pronto queda claro que hay fuerzas siniestras en movimiento que podrían separarlos. ¿Conseguirá el sombrío Equipo Flare cumplir su deseo, o lograrán nuestros héroes proteger a Blandito, y a toda la región Kalos, de sus ardientes ambiciones?"
s1862,TV Show,Sword Art Online,,,Japan,"January 31, 2020",2012,TV-PG,1 Season,"Action, Adventure, Anime","In the near future, a Virtual Reality Massive Multiplayer Online Role-Playing Game (VRMMORPG) called Sword Art Online has been released where players control their avatars with their bodies using a piece of technology called: Nerve Gear. One day, players discover they cannot log out, as the game creator is holding them captive unless they reach the 100th floor of the game's tower and defeat the final boss. However, if they die in the game, they die in real life. Their struggle for survival starts now..."
s1863,Movie,Sword Art Online Extra Edition,,,Japan,"January 31, 2020",2013,101 min,,"Anime, International","Kirito and the others decide to go on an underwater quest to allow Yui to see a whale, but face a shocking revelation… Suguha is afraid of water. So, Asuna and the other girls decide to teach Suguha how to swim. Meanwhile, Kirito is meeting somebody..."
s1864,TV Show,Sword Art Online II,,,,"January 31, 2020",2014,TV-14,1 Season,"Action, Adventure, Anime","A year has passed since the SAO incident. Kirito receives a strange request from Seijiro Kikuoka of the Ministry of Internal Affairs and Communications, Virtual Division. He has been researching a strange phenomenon, Death Gun, that suddenly occurred in the VRMMO Gun Gale Online (GGO). If a player is shot by the avatar who has the black gun, they will die in real life as well. Kirito is unable to reject the the request to log into GGO, despite his doubt about the physical impact that the virtual world can have on reality."
s1865,TV Show,The Asterisk War,,,Japan,"January 31, 2020",2015,TV-14,2 Seasons,"Action, Adventure, Anime","Invertia (meteor storm)… an unprecedented disaster that struck the world during the 20th century. Because of this disaster, numerous cities around the world were destroyed. However, within the meteor, an unknown element called mana (all-encompassing element), was discovered, which allowed human technology to make rapid strides, and gave rise to a new species of human born with unique skills – the Star Pulse Generation (Genestella). The setting for the world’s greatest all-around battle entertainment, the Festas (Star Warrior Festivals), is an academy city above the water surrounded by six academies called Rikka, also commonly known as Asterisk. Having transferred into Seidoukan Academy in order to fulfill his own wish, scholarship student Ayato Amagiri swears to himself that he’ll fight in this city. Burning souls race… The curtain rises on school battle entertainment!"
s1866,TV Show,Your Lie in April,,,Japan,"January 31, 2020",2014,TV-14,1 Season,"Anime, Drama, International","Kousei Arima was a genius pianist until his mother's sudden death took away his ability to play. Each day was dull for Kousei. But, then he meets a violinist named Kaori Miyazono who has an eccentric playing style. His monotonus life was about to change forever."
s1867,TV Show,I Am Jazz,,,United States,"January 29, 2020",2015,TV-PG,1 Season,"Documentaries, LGBTQ+, Reality","Jazz Jennings is the typical 14 year old girl in all ways but one Jazz was assigned male at birth. Her supportive family accepted Jazz as a girl at a young age, but with her teenage years upon them, they're in for a whole new set of challenges."
s1868,Movie,Brian Banks,,,,"January 27, 2020",2019,PG-13,99 min,"Black Stories, Drama","An All-American football player's dreams to play in the NFL are halted when he is wrongly convicted and sent to prison. Years later, he fights to clear his name within an unjust system."
s1869,Movie,Luce,,,,"January 27, 2020",2019,R,110 min,"Black Stories, Drama","An all-star high school athlete and accomplished debater, Luce is a poster boy for the new American Dream. When Luce’s teacher makes a shocking discovery his stellar reputation is called into question."
s1870,TV Show,Cooks vs. Cons,,,United States,"January 22, 2020",2016,TV-G,3 Seasons,"Cooking & Food, Family, Lifestyle & Culture","Geoffrey Zakarian, a master of modern American cuisine, hosts the next generation of cooking competition, a battle which asks the ultimate question: could a talented home cook beat a pro, or does a true professional have skills that no amateur could match?"
s1871,TV Show,Damages en Español,,,,"January 22, 2020",2009,TV-MA,5 Seasons,"Drama, Latino","Una abogada en ascenso se cruza con otra veterana y feroz que se detendrá ante nada para ganar los casos que maneja, aunque esto signifique manipular y arriesgar a la familia y amigos de quienes la rodean."
s1872,TV Show,Flea Market Flip,,,United States,"January 22, 2020",2012,TV-G,4 Seasons,"Family, Lifestyle & Culture",Contestants are given $500 to buy items that they can then flip and clean up for a larger profit.
s1873,TV Show,Good Eats: Reloaded,,,United States,"January 22, 2020",2018,TV-G,1 Season,"Cooking & Food, Lifestyle & Culture","Alton Brown renovates, updates and repairs classic episodes by offering brand-new recipes and kitchen tips. He also gives a behind-the-scenes look at the show's production that will leave superfans wanting more."
s1874,Movie,Emanuel,,,,"January 20, 2020",2019,TV-14,76 min,Documentaries,"An inside look of the tragic event that took place in Charleston, South Carolina at the Emanuel AME Church, where 9 innocent churchgoers were gunned down."
s1875,TV Show,The Detour,,,,"January 20, 2020",2016,TV-MA,4 Seasons,"Comedy, Sitcom","Jason Jones and Natalie Zea star in this acclaimed, unpredictable and all-too-honest comedy about the chaos that erupts during a couple's thousand-mile road trip with the kids."
s1876,TV Show,Justified,,,United States,"January 19, 2020",2010,TV-MA,6 Seasons,"Action, Adventure, Crime","Based on Elmore Leonard’s novella ""Fire in the Hole,” Justified was developed by Graham Yost and stars Timothy Olyphant as Deputy US Marshal Raylan Givens, a lawman who finds himself drawn back to his home state of Kentucky. In Justified’s final season, the long brimming conflict between Raylan and Boyd Crowder (Walton Goggins) will finally come to a head. The series co-stars Walton Goggins as ‘Boyd Crowder;’ Nick Searcy as ‘Chief Deputy Art Mullen;’ Jacob Pitts as ‘Deputy Marshal Tim Gutterson;’ Erica Tazel as ‘Deputy Marshal Rachel Brooks;’ Joelle Carter as ‘Ava Crowder;’ and Jere Burns as ‘Wynn Duffy.’ Yost wrote the pilot and serves as Executive Producer/Writer on the series. Executive Producers on the series include Carl Beverly, Sarah Timberman, Michael Dinner, Fred Golan, Dave Andron, Don Kurt, Taylor Elmore, Timothy Olyphant, and the late Elmore Leonard. Justified is produced by Sony Pictures Television and FX Productions."
s1877,TV Show,Justified en Español,,,,"January 19, 2020",2010,TV-MA,6 Seasons,"Crime, Drama, Latino","Atormentado por su pasado personal y profesional, el alguacil federal Raylan Givens (Timothy Olyphant) ha sido ""reasignado"" a Kentucky, su ciudad natal. Cuando un caso lo pone cara a cara con un viejo amigo delincuente, los esqueletos que salen de su armario obligan a Raylan a enfrentar algunos asuntos familiares pendientes por su propia cuenta."
s1878,Movie,"Life, Animated",,,United States,"January 19, 2020",2016,PG,92 min,Documentaries,"From Academy Award® winning director Roger Ross Williams comes the story of Owen Suskind, a young man who couldn’t speak as a child until he discovered a unique way to communicate by immersing himself in the world of Disney animated films."
s1879,TV Show,Gold Rush: Dave Turin's Lost Mine,,,United States,"January 18, 2020",2019,TV-PG,1 Season,"Action, Adventure, Reality","A fan favorite of Discovery's popular ""Gold Rush"" series sets out on a new adventure to continue his pursuit of the prized yellow stuff. Dave Turin spent years working alongside Todd Hoffman, earning the nickname ""Dozer Dave"" because of the many hours he spent bulldozing for gold. In his return, Dave is his own boss, and he's on a mission to find an abandoned mine to resurrect in the hope that old-timers left gold behind. He explores the history of each mine, a search that culminates in Dave picking the one that he can turn into newfound riches."
s1880,Movie,Greener Grass,,,,"January 17, 2020",2019,,96 min,"Comedy, Horror, Thriller",Suburbia has never been so hilariously absurd as it is in GREENER GRASS – where one eccentric housewife is driven mad by her eagerness to please. SNL's Beck Bennett co-stars.
s1881,Movie,Coherence,,,,"January 15, 2020",2014,,88 min,"Horror, Science Fiction, Thriller","In this mind-bending sci-fi thriller, 8 friends at a dinner party start experiencing strange and mysterious events on the night a comet is passing close to Earth. Soon it becomes clear that nothing and no one are what they appear."
s1882,TV Show,NASA Explorers,,,,"January 15, 2020",2019,,3 Seasons,Science & Technology,"NASA Explorers is a new digital series that takes you inside the space agency and follows the pioneers, risk-takers and experts at the frontline of exploration. NASA Explorers: Apollo is an audio series about our Moon and the people who explore it."
s1883,Movie,Rare Exports: A Christmas Tale,,,,"January 15, 2020",2010,R,83 min,"Action, Adventure, Comedy","In this darkly comic gem, it's Christmas Eve in northern Finland, and an archeological dig has just unearthed Santa Claus. But this Santa isn't one you want coming to town."
s1884,Movie,The Alchemist Cookbook,,,United States,"January 15, 2020",2016,82 min,,"Comedy, Horror","Young outcast Sean has isolated himself in a trailer in the woods with his cat Kaspar. When he turns from chemistry to black magic to crack nature’s secret, things go awry and he awakens something far more sinister and dangerous."
s1885,Movie,We Need to Talk About Kevin,,,"United Kingdom, United States","January 15, 2020",2011,R,113 min,"Drama, International","Academy Award winner & Golden Globe nominee Tilda Swinton stars in this taut psychological thriller as Eva, whose relationship with her son Kevin (Ezra Miller) has been difficult from the beginning. When his cruel streak erupts into violence, Eva wonders how much blame she deserves for his actions."
s1886,TV Show,Lodge 49,,,,"January 13, 2020",2018,TV-14,2 Seasons,"Comedy, Drama","A light-hearted, modern-day fable about a disarmingly optimistic local ex-surfer, Dud."
s1887,TV Show,The Terror,,,United States,"January 13, 2020",2018,TV-MA,2 Seasons,"Drama, History, Thriller",The Terror is an anthology series exploring historical speculative fiction based on true events.
s1888,TV Show,Gordon Ramsay's 24 Hours to Hell and Back,,,United States,"January 8, 2020",2018,TV-14,3 Seasons,"Cooking & Food, Documentaries, Reality","In today's world, everyone can be an amateur food critic on social media, and restaurants often find themselves one bad Yelp review away from shutting their doors. Ramsay will travel throughout the United States to find restaurants on the knife's edge of losing everything. A timer is set, and Ramsay will work around the clock to put these restaurants back on course. With only 24 hours to turn the restaurant around, he'll make the necessary changes that he sees fit - from re-interviewing the staff to see who makes the cut, to renovating the space and updating the menu with signature dishes and first-class service. Additionally, to help him with the task at hand, Ramsay will unveil his secret weapon - Hell on Wheels - a 70-foot-long semi-truck that unfolds into a state-of-the-art, completely self-sustaining mobile kitchen, where he'll re-invent the struggling restaurant's menu, and whip the staff into shape. Then, when the time is up, he'll present the launch of a revamped restaurant."
s1889,Movie,The Art of Self-Defense,,,United States,"January 6, 2020",2019,R,104 min,Comedy,"A random assault turns a mild-mannered accountant into a lethal martial artist in The Art of Self-Defense, an audaciously original dark comedy that takes the idea of toxic masculinity to absurd extremes."
s1890,TV Show,FOX News Sunday,,,United States,"January 5, 2020",1996,TV-14,2 Seasons,News,Chris Wallace recaps the week in news.
s1891,Movie,Honeyland,,,,"January 2, 2020",2019,89 min,,Documentaries,"Hatidze lives with her ailing mother in Macedonia, making a living cultivating honey using ancient beekeeping traditions. When an unruly family moves in next door, what at first seems like a balm for her solitude becomes a source of tension."
s1892,Movie,Raise Hell: The Life and Times of Molly Ivins,,,,"January 2, 2020",2019,,93 min,Documentaries,"Raise Hell: The Life and Times of Molly Ivins tells the story of media firebrand Molly Ivins, six feet of Texas trouble who took on the Good Old Boy corruption wherever she found it."
s1893,TV Show,¿Dónde Está Elisa?,,,,"January 1, 2020",2010,TV-14,1 Season,"Crime, Drama, Latino","The lives of the Domínguez family will change forever after the disappearance of Elisa (Montserrat Prats), one of the daughters of Raimundo Domínguez (Francisco Melo) and Francisca Correa (Sigrid Alegría). Once she disappears, the secrets of every member of her family as well as her friends come to light. As the search for Elisa and possible suspects moves forward, paranoia sets in, matters that were supposed to be buried reappear, and recriminations among family members start to fly."
s1894,TV Show,C.B. Strike,,,,"January 1, 2020",2018,TV-MA,1 Season,"Crime, Drama, Mystery",A weathered war veteran turned London private eye turns his keen instinct on a trio of complex cases that have baffled the police.
s1895,TV Show,Damages,,,United States,"January 1, 2020",2007,TV-MA,5 Seasons,"Crime, Drama","A rising star lawyer crosses paths with a cutthroat veteran attorney who will stop at nothing to win the cases she handles, even if it means manipulating and endangering the family and friends of those around her."
s1896,TV Show,Hunting JonBenét's Killer: The Untold Story,,,,"January 1, 2020",2019,TV-14,1 Season,"Crime, Documentaries, News",Elizabeth Vargas takes a fresh look at the most notorious cold case murder in American history. By tracking down new leads and with new DNA tests.
s1897,TV Show,Rellik,,,,"January 1, 2020",2018,TV-MA,1 Season,"Crime, Drama, Mystery",A scarred cop's hunt for a serial killer is told in reverse in this riveting Cinemax limited series.
s1898,TV Show,Rescue Me,,,United States,"January 1, 2020",2004,TV-MA,7 Seasons,"Action, Comedy, Drama","Whether pulling survivors from a fiery high-rise or the twisted steel of a subway collision, Tommy Gavin (Denis Leary) takes pride in leading the heroic but overwhelmed firefighters of the NYFD. But he's also drifting between sorrow and anger over a separation from his wife and three kids, and the haunting memories of his fallen comrades."
s1899,TV Show,The Curse of Oak Island,,,United States,"January 1, 2020",2014,TV-PG,6 Seasons,"Documentaries, History, Reality","In 1795, three teenage boys discovered a strange, man-made hole on Oak Island, a small, wooded island just off the coast of Nova Scotia, Canada. As the boys began to dig, they found a number of intriguing artifacts."
s1900,TV Show,The Zen Diaries of Garry Shandling,,,,"January 1, 2020",2018,TV-MA,1 Season,Documentaries,Late comedy legend Garry Shandling is remembered in this revealing two-part documentary from Judd Apatow.
s1901,Movie,24 Hour Love,,,United States,"December 31, 2019",2013,98 min,,"Black Stories, Drama","Seven people (Lynn Whitfield, Darius McCrary, Angell Conwell) experience laughter, life and matters of the heart."
s1902,Movie,35 and Ticking,,,United States,"December 31, 2019",2011,R,109 min,"Black Stories, Comedy, Romance",Four friends are approaching the age of 35 and struggling to build families they've dreamed of. They try to rectify their romantic lives and futures while their biological clocks tick away.
s1903,Movie,A Score to Settle,,,"Canada, United States","December 31, 2019",2019,104 min,,"Action, Adventure, Horror","With only a short time to live, Frankie Carver is released from prison, vowing to track down every last member of the gang that betrayed him."
s1904,Movie,Beneath the Darkness,,,United States,"December 31, 2019",2011,R,96 min,"Horror, Thriller","After watching their best friend get murdered, a group of teens struggle to expose a local hero as the vicious killer and keep from becoming his next victims."
s1905,Movie,Cabin Fever: Patient Zero,,,,"December 31, 2019",2014,TV-14,95 min,"Horror, Thriller","A group of friends planned the perfect vacation in the Caribbean, but their ultimate weekend devolves into their worst nightmare."
s1906,Movie,Catching Faith,,,United States,"December 31, 2019",2015,88 min,,"Drama, Family","Alexa Taylor has a seemingly perfect life: Her daughter is an excellent student and her son is a star football player. But when things go wrong and friends turn their backs, Alexa learns that faith and family matters most."
s1907,Movie,D.L. Hughley: Reset,,,,"December 31, 2019",2012,TV-MA,58 min,"Comedy, Stand Up",D.L. Hughley's stand-up comedy special.
s1908,Movie,Dark Was the Night,,,United States,"December 31, 2019",2014,98 min,,Horror,"When a logging company decimates a forest in a small town, a sheriff (Kevin Durand) and his deputy (Lukas Haas) must confront the violent and unexplainable events that follow."
s1909,Movie,Day of the Falcon,,,,"December 31, 2019",2013,R,130 min,"Action, Adventure, Drama","To find peace after a long and bloody war, two kings declared a large piece of desert, the Yellow Belt, neutral territory, which neither king can claim. But when it is discovered that there is oil in the Yellow Belt, one king breaks the peace treaty and begins drilling for oil. Now, the kings are at war again and it is up to a young prince to find a way to bring peace, and prosperity, to the land."
s1910,Movie,Digging Up the Marrow,,,,"December 31, 2019",2015,,88 min,Horror,A filmmaker (Adam Green) sets out on a bone-chilling odyssey after meeting a man (Ray Wise) who says that he can produce hard evidence that monsters are real.
s1911,Movie,Elvira: Mistress of the Dark,,,United States,"December 31, 2019",1988,PG-13,96 min,"Comedy, Horror","Cassandra Peterson stars in this sexy comedy hit, filled with wild wisecracks, campy chaos and scary movie spoofs."
s1912,Movie,Gary Owen: I Agree with Myself,,,United States,"December 31, 2019",2015,76 min,,"Comedy, Stand Up","Fearless and happy-go-lucky stand-up comedian Gary Owen flips every accepted, politically correct approach to family, race, gender and politics in his hilarious comedy special."
s1913,Movie,Hellbound: Hellraiser II,,,United Kingdom,"December 31, 2019",1988,R,99 min,Horror,A doctor seeks to unlock a puzzle box that opens a doorway to a hellish dimension controlled by Pinhead and his Cenobites in this sequel.
s1914,Movie,Into the Ashes,,,United States,"December 31, 2019",2019,97 min,,"Action, Adventure, Drama","After losing his wife, Nick must decide if he will stay on his new path or exact revenge and force his enemies to pay for what they have done."
s1915,Movie,Kill Order,,,Canada,"December 31, 2019",2017,77 min,,"Action, Science Fiction",Uncanny abilities awaken within a troubled high school student when a fully-armed tactical team attempts to abduct him from his classroom.
s1916,Movie,Mary,,,"United States, Canada","December 31, 2019",2019,R,85 min,"Horror, Thriller","Soon after David impulsively buys an abandoned boat for his family business, a mysterious presence begins to terrorize him and his family."
s1917,Movie,Middle of Nowhere,,,United States,"December 31, 2019",2010,R,95 min,"Comedy, Drama, Romance",A restless troublemaking teenager falls for a tightly wound co-worker as they team up to earn big money and escape their families.
s1918,Movie,Nina,,,United Kingdom,"December 31, 2019",2016,90 min,,"Drama, History, Music","Nina Simone (Zoe Saldana) was one of the century’s most extraordinary talents, but fame and fortune came with a price. Rediscovering the meaning of her life and work took courage, strength and one true friend: Clifton Henderson (David Oyelowo)."
s1919,Movie,Odd Thomas,,,,"December 31, 2019",2014,TV-14,97 min,"Comedy, Drama, Horror","Odd Thomas is an ordinary guy with a paranormal secret: he sees dead people. When a stranger shows up with an entourage of ghostly predators, Odd must fight in an epic battle of good vs evil. Based on the best-selling novel by Dean Koontz, Odd Thomas is a supernatural action thrill-ride from the acclaimed director of The Mummy and G.I. Joe: Rise of the Cobra."
s1920,Movie,Playin' For Love,,,,"December 31, 2019",2015,,84 min,"Black Stories, Comedy","Coach Banks is used to calling all the shots on and off the court. But that's about to change when he meets Talisa McCoy, a single mom, with her own ideas on a winning team.and the perfect man."
s1921,Movie,Robo-Dog,,,United States,"December 31, 2019",2016,91 min,,"Comedy, Family, Science Fiction","Tom Austin creates the most incredible canine the world has ever seen! But Tom's ex-boss Mr. Willis, finds out that Robo-Dog is powered by a technologically advanced super battery, and he plots to steal it for himself."
s1922,Movie,So This Is Christmas,,,,"December 31, 2019",2012,,114 min,"Comedy, Drama, Family",Eighteen-year-old Ashley’s life is headed in the wrong direction. She’s been hanging out with a bad crowd and seeking an escape from the drama at home.
s1923,Movie,Step Dogs,,,Canada,"December 31, 2019",2013,85 min,,"Comedy, Family","Two very different dogs move into together when their owners get married. But when thieves try to break into their house, these four-legged foes must team up to defend their home."
s1924,Movie,The Clintons: An American Odyssey,,,United States,"December 31, 2019",2012,,101 min,Documentaries,The documentary Leftovers is about a journey across the country to understand why senior citizens are the fastest growing group of people going hungry in America. This journey will change your thinking about aging.
s1925,Movie,The Heart of Christmas,,,United States,"December 31, 2019",2011,TV-G,90 min,"Drama, Family",Megan (Candace Cameron Bure) re-examines her priorities after she sees people decorating for Christmas in October to help a family celebrate Christmas with their dying son.
