Type,Name,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Fee,State,PetID,PhotoAmt,AdoptionSpeed
Dog,Buddy,1,Mixed Breed,Mixed Breed,1,Brown,,,2,1,2,2,2,1,20,Selangor,eba773cbe,5,2
Cat,Ginko,24,Domestic Medium Hair,,2,Gray,,,2,2,2,1,2,1,0,Selangor,25bdd7d90,4,3
Dog,Troy,28,Mixed Breed,,1,Black,Brown,White,3,2,3,3,3,1,0,Pulau Pinang,d7c6e0401,2,4
Dog,Marco,2,Mixed Breed,Terrier,1,Black,White,,2,1,2,2,2,1,0,Selangor,a7d44898b,7,3
Dog,Guan Yin,1,Mixed Breed,,2,Cream,,,2,1,2,2,2,1,0,Selangor,f972a14d5,1,2
Dog,Nivea,24,Silky Terrier,,2,Black,Brown,Gray,1,2,1,1,1,1,0,Selangor,7977491da,2,3
Dog,Leo,1,Mixed Breed,Belgian Shepherd Malinois,1,Black,Brown,,3,2,1,1,2,1,0,Selangor,7f78266ab,3,2
Cat,Techik,15,Domestic Short Hair,Calico,2,Black,Brown,White,1,1,1,1,1,1,0,Selangor,63fda9824,1,4
Cat,Mao Zai (ç«ä»),24,Snowshoe,,1,Brown,,,2,2,3,1,2,1,0,Melaka,2b446dd3c,5,4
Dog,,2,Mixed Breed,,2,Black,White,,2,2,2,2,2,1,0,Kuala Lumpur,ec780b913,6,2
Dog,Scuffy,0,Terrier,Mixed Breed,2,Black,White,,2,2,1,1,2,1,0,Kuala Lumpur,51c04983b,2,3
Dog,Factory Pup Milo,3,Mixed Breed,,1,Brown,White,,2,2,1,1,2,1,200,Selangor,14a16b96e,2,1
Dog,Einstein,72,Beagle,,1,Brown,White,,2,1,1,1,1,1,0,Selangor,69b2e9f3f,2,3
Dog,Melo,32,Poodle,,1,Cream,,,1,2,1,1,2,1,200,Selangor,176ef71db,5,2
Dog,âª URGENT:Pokky âª,5,Mixed Breed,,2,Brown,,,2,1,1,1,1,1,0,Johor,b88fa24c2,4,4
Dog,Memo,10,Mixed Breed,,2,Brown,,,2,1,1,1,1,1,0,Selangor,cf020a716,8,4
Cat,Kitten No.4,1,Domestic Medium Hair,,2,Black,Brown,Gray,2,2,2,2,2,1,0,Johor,c15c93964,3,2
Cat,Sparkleee,8,Domestic Short Hair,,1,Cream,White,,2,1,1,3,1,1,200,Perak,9cf741863,3,4
Cat,Murphy,1,Domestic Medium Hair,,2,Black,Brown,Golden,3,2,2,1,2,1,0,Selangor,cb492add6,12,3
Cat,MuaChi,5,Silver,,2,Black,Gray,White,1,1,1,1,1,1,0,Selangor,7b70b7048,4,4
Dog,Peanut,4,Mixed Breed,,1,Brown,,,2,1,1,1,1,1,0,Selangor,57b57989d,1,4
Cat,Blackwhite Kitten,1,Domestic Short Hair,Domestic Short Hair,2,Black,,,2,2,2,2,2,1,0,Pulau Pinang,fe3950458,3,4
Cat,Boboy,2,Domestic Short Hair,,1,Black,Yellow,White,1,1,2,2,2,1,0,Selangor,6945dbebb,6,2
Cat,Schmoo,5,Domestic Short Hair,,1,Black,White,,2,1,2,1,2,1,0,Selangor,11a993099,15,1
Dog,Zone A2 P17,6,Mixed Breed,,1,Brown,,,1,1,1,1,2,1,0,Selangor,d083a22c5,3,4
Dog,Tammy,12,Mixed Breed,,2,Black,,,2,2,2,1,1,1,0,Johor,c234e165f,6,2
Dog,Bintang,108,Mixed Breed,,1,Yellow,White,,2,1,1,1,1,1,0,Melaka,9dfee7db3,4,2
Cat,Little Cay (ãã¡ã¤ã¡ãã),2,Domestic Short Hair,,2,Brown,Yellow,Cream,1,1,2,2,2,1,0,Kuala Lumpur,26c1fc882,5,1
Cat,Kitten,4,Siamese,,1,Cream,,,2,1,1,2,2,1,0,Melaka,53ef098c0,1,1
Cat,Cutiepie,7,Domestic Short Hair,,2,Brown,Yellow,Gray,2,1,2,1,1,1,0,Selangor,6bd1fee01,5,4
Cat,Kitty,1,Tabby,,2,Black,Yellow,White,2,2,2,2,2,1,0,Kuala Lumpur,5f9abe87c,4,1
Dog,Pippin,12,Shetland Sheepdog Sheltie,,1,Black,Brown,White,2,3,1,1,2,1,500,Pulau Pinang,412b93160,3,2
Cat,,1,Domestic Medium Hair,,1,White,,,1,2,2,2,2,1,0,Melaka,0f544b558,3,1
Cat,Mak Teh,12,Domestic Short Hair,,2,White,,,2,1,2,2,2,1,0,Selangor,e65a26822,4,4
Dog,Lala,36,Mixed Breed,,2,Black,Brown,,3,1,2,2,2,1,0,Kuala Lumpur,88bc9864c,3,4
Cat,Little Little Blackie,1,Domestic Medium Hair,,1,Black,,,2,2,2,2,2,1,0,Kuala Lumpur,160dcaec8,4,2
Cat,Kitten 2,2,Bengal,Domestic Short Hair,2,Brown,White,,1,1,2,1,3,1,0,Selangor,8e1858e7f,2,0
Dog,Ben Ben,6,Mixed Breed,,1,White,,,2,2,1,1,1,1,0,Selangor,590a78f0d,4,4
Cat,Peach,2,Oriental Short Hair,,2,Brown,Golden,Gray,2,1,2,2,2,1,0,Kuala Lumpur,80af6d9df,4,1
Cat,Ginger Boy,4,Domestic Short Hair,,1,Golden,White,,2,1,2,1,2,1,0,Kuala Lumpur,7abe9a0a1,2,3
Dog,Milky,12,Mixed Breed,Mixed Breed,2,Cream,White,,2,1,3,3,3,1,0,Negeri Sembilan,a24bb77d1,5,4
Cat,Toby,16,Domestic Short Hair,,2,Black,White,,3,1,2,2,2,1,0,Selangor,ffe7f0b70,5,3
Cat,Raisin,1,Domestic Short Hair,,2,Black,Brown,White,2,1,2,2,2,1,0,Selangor,8ea9bb5d9,2,1
Dog,Puppy,3,Mixed Breed,,1,Black,Yellow,,1,1,3,3,1,1,1,Selangor,79d1b0215,3,2
Cat,Arthur,24,Domestic Short Hair,,1,Cream,White,,2,1,1,1,1,1,0,Kuala Lumpur,35df10380,1,3
Cat,Kicik,36,Domestic Short Hair,,1,Black,Brown,Gray,2,1,1,1,1,1,0,Selangor,6eb34434d,2,4
Dog,Rocket,2,Mixed Breed,,1,Black,,,2,1,1,1,2,1,0,Selangor,675bb16b8,1,3
Cat,Fat Boy,12,Domestic Short Hair,,1,Black,Golden,Gray,3,1,1,3,1,1,30,Selangor,70c811b9d,5,2
Cat,Carameow,12,Domestic Short Hair,,1,Gray,White,,2,1,1,1,1,1,0,Selangor,0f9697729,5,4
Cat,Jemah,6,Domestic Medium Hair,,2,Black,Brown,White,2,2,1,1,2,1,0,Kuala Lumpur,6f36088f5,1,3
Dog,Miracle,0,Mixed Breed,,2,Brown,White,,2,2,2,2,2,1,0,Selangor,aa328a5ba,4,1
Cat,,5,Tabby,,1,Black,Brown,Golden,2,1,1,1,2,1,50,Selangor,25079d00a,1,4
Dog,"""Boy Boy""",72,,Mixed Breed,1,Black,Brown,,2,2,2,2,2,1,0,Selangor,7b5bee232,5,4
Dog,Maxwell,1,Mixed Breed,,1,Black,Brown,,2,1,1,1,2,1,0,Selangor,b5c41169c,4,2
Dog,MinPin,48,Miniature Pinscher,,2,Black,Brown,,1,1,1,1,1,2,180,Kuala Lumpur,8079e3a1c,9,3
Dog,Bruno,112,Mixed Breed,,1,Brown,White,,2,1,2,2,2,1,0,Johor,f4cff3785,1,2
Dog,AS-Puppy-06,1,Mixed Breed,,1,Brown,White,,2,2,2,2,2,1,0,Pulau Pinang,0e23c4abd,2,2
Dog,Chico,1,German Shepherd Dog,Mixed Breed,1,Black,Brown,,2,2,3,3,2,1,0,Selangor,c4a2fd15a,2,3
Cat,Kiera,3,Domestic Short Hair,,2,Black,Brown,White,2,1,1,1,2,1,0,Kuala Lumpur,b00e4262e,8,2
Cat,Oyen,8,Domestic Short Hair,,1,Golden,Yellow,,2,1,1,1,1,1,0,Kuala Lumpur,c7fa60cfb,3,4
Dog,Lil Bruno,5,Doberman Pinscher,Mixed Breed,1,Black,Brown,,2,1,1,1,1,1,0,Selangor,0abff77fe,6,3
Dog,Mah,3,Mixed Breed,,2,Brown,Golden,,2,2,1,1,2,1,50,Selangor,f096fcbc6,2,2
Dog,Tom,36,Mixed Breed,Spitz,1,Golden,,,1,2,1,1,1,1,0,Kuala Lumpur,18b2da498,2,4
Dog,Q3,3,Mixed Breed,German Shepherd Dog,2,Black,Brown,,2,2,1,1,2,1,0,Selangor,e15353d1b,5,2
Dog,CARAMELLA Brown,23,Mixed Breed,Mixed Breed,2,Brown,,,3,2,1,1,1,1,0,Selangor,78fd8ce0d,2,4
Dog,Female St. Bernard,24,Saint Bernard,,2,Black,Yellow,White,3,3,3,3,2,1,0,Selangor,cc7d90ef4,3,1
Cat,Mao Mao,1,Collie,Akita,2,Brown,,,1,1,2,1,2,1,0,Selangor,6a72cfda7,3,0
Cat,Little Tiger,2,Domestic Short Hair,,2,Gray,,,1,2,2,2,2,1,0,Kuala Lumpur,3c79a5547,1,2
Dog,Bobo,51,Shih Tzu,,2,Brown,White,,2,1,1,1,1,1,188,Selangor,f584e226b,2,3
Dog,Found Beagle,36,Beagle,,1,Black,Brown,White,2,2,3,3,2,1,0,Selangor,9f2948e8e,1,2
Cat,Baby,17,Oriental Short Hair,,2,Brown,Golden,Yellow,2,1,1,1,2,1,0,Kuala Lumpur,9c70eee7b,1,4
Cat,Kausilya,12,Domestic Medium Hair,,2,Yellow,Cream,White,2,2,2,2,2,1,0,Kuala Lumpur,dde9d290a,3,2
Dog,Valentine Cocker Spaniel,24,Cocker Spaniel,,2,Brown,Cream,,1,2,1,1,1,1,0,Kuala Lumpur,623138a05,6,1
Cat,Mushi,3,Bobtail,,1,Gray,White,,3,2,2,1,2,1,0,Kuala Lumpur,a5965cea5,3,3
Dog,Doughnuts,5,Mixed Breed,,1,Black,Brown,,2,1,1,1,2,1,0,Selangor,b077aa9ee,1,4
Cat,Orange Baby,4,Domestic Short Hair,,2,Yellow,White,,2,1,2,2,2,1,0,Pulau Pinang,d90bd59c3,2,0
Dog,Harry,60,Poodle,,1,Brown,,,1,3,3,3,2,1,0,Kuala Lumpur,f2472c8dd,2,2
Dog,Filla,4,Mixed Breed,,2,Brown,,,2,1,1,1,1,1,0,Kuala Lumpur,2a64c0560,5,4
Dog,Bee Gee,1,Mixed Breed,,2,Brown,White,,2,1,3,3,2,1,0,Selangor,9c996aee9,1,3
Cat,Celly,4,Persian,Tabby,2,Yellow,White,,2,3,2,1,2,1,550,Selangor,4ba068d30,2,1
Dog,Lady,63,Rottweiler,Mixed Breed,2,Black,Brown,,3,1,3,1,1,1,0,Selangor,ff498c903,5,4
Cat,Bonie,11,Domestic Short Hair,Snowshoe,2,Brown,White,,2,1,1,1,2,1,0,Kuala Lumpur,84b36d951,3,1
Cat,Cik Puteh,4,Domestic Short Hair,,2,Black,White,,1,2,1,1,2,1,0,Kuala Lumpur,53cd20574,5,0
Cat,Shiiro,2,Domestic Short Hair,Siamese,2,Cream,White,,2,1,2,1,2,1,100,Selangor,7f3895a04,5,2
Cat,Little Einstein,3,Domestic Short Hair,,1,Black,White,,2,2,1,1,3,1,0,Pulau Pinang,b859b9fa0,3,2
Dog,Romeo,12,Mixed Breed,,1,Black,Brown,White,2,2,3,3,3,1,0,Selangor,9942bce62,6,4
Dog,Jack & DiDi,5,Mixed Breed,,1,Brown,Yellow,Cream,2,2,1,1,2,1,0,Selangor,cab545282,1,4
Cat,Beto,15,Domestic Short Hair,,1,Golden,White,,3,1,1,1,1,1,0,Selangor,d768c4324,6,3
Dog,FooFoo (Tiger),3,Mixed Breed,,2,Brown,White,,2,1,1,1,2,1,0,Kuala Lumpur,620796ee7,3,4
Dog,,36,Mixed Breed,,2,Brown,Golden,Yellow,2,1,3,3,3,1,0,Kuala Lumpur,81c442177,2,4
Cat,Kaiser,84,Domestic Short Hair,,1,Brown,White,,2,1,1,1,1,1,0,Selangor,b46b4419a,2,1
Dog,Mercy (temporary Name),1,Mixed Breed,,1,Brown,,,2,1,2,2,2,1,0,Melaka,97f683e04,4,1
Dog,Blackie,4,Mixed Breed,,1,Black,,,1,1,1,2,2,1,0,Selangor,36b7411f9,6,1
Dog,,3,Doberman Pinscher,Mixed Breed,2,Black,Brown,Cream,2,1,1,1,1,1,8,Kuala Lumpur,6b7be833c,5,0
Cat,Kitty 21,7,Domestic Short Hair,,1,Yellow,White,,2,2,2,2,2,1,0,Kuala Lumpur,322244807,1,3
Cat,Ank Kucing,3,Domestic Short Hair,Domestic Short Hair,2,Black,Gray,,1,1,2,2,2,1,0,Selangor,26365df53,5,2
Dog,Diamond,2,Mixed Breed,,2,Black,White,,2,2,2,2,2,1,0,Pulau Pinang,d5052e2a9,1,3
Cat,Shine,1,Domestic Medium Hair,,2,Black,White,,2,2,2,2,2,1,0,Kuala Lumpur,5adb9d9b3,1,3
Cat,Elita,36,Persian,,2,Black,Brown,Golden,2,2,1,1,1,1,0,Kuala Lumpur,ecc77653a,2,1
Cat,Ashyyy,2,Domestic Short Hair,,2,Black,White,,1,1,2,2,2,1,0,Kuala Lumpur,307b61689,3,4
Cat,Cleo,1,Domestic Short Hair,,2,Black,Brown,Golden,2,1,2,2,2,1,0,Selangor,188f8b07e,6,4
Dog,Gerard,3,Mixed Breed,,1,Black,White,,2,1,1,1,2,1,0,Selangor,3d97fa45c,1,1
Cat,Xiao Hui Hui,3,Domestic Short Hair,,2,Gray,,,2,1,2,2,2,1,0,Kuala Lumpur,1d1451061,1,2
Dog,Fluffi,2,Mixed Breed,,2,Brown,White,,2,1,1,1,2,1,0,Selangor,47a5a9516,1,4
Cat,Cute Tortoiseshell Kitten,5,Domestic Short Hair,,2,Black,Brown,Yellow,2,1,2,2,2,1,0,Selangor,650f2854b,6,2
Dog,Shihtzu,36,Shih Tzu,,2,Brown,White,,2,3,1,1,2,1,200,Selangor,2ba019cb8,2,3
Cat,Hitam,1,Oriental Short Hair,,2,Black,,,1,2,2,1,2,2,0,Selangor,a18843d35,1,2
Dog,Chocolate,2,Mixed Breed,,1,Black,Brown,,2,1,3,3,2,1,0,Selangor,2ba9dfe93,1,2
Dog,Daisy,1,Mixed Breed,,2,Black,Brown,,2,2,2,2,2,1,0,Perak,afa46c13d,1,3
Dog,Cuttie Puppy,2,Mixed Breed,,2,Cream,White,,2,2,2,1,2,1,0,Pulau Pinang,bad8f7276,3,1
Dog,Maxx,24,Husky,,1,Gray,White,,3,2,1,1,1,1,500,Selangor,2aac4b61a,4,1
Cat,Bboy,2,Domestic Short Hair,,1,Golden,Yellow,White,2,1,1,1,2,1,0,Selangor,0d7c5b6f6,11,2
Cat,Comel,4,Domestic Short Hair,,1,Gray,White,,2,1,2,2,2,1,0,Selangor,958a86135,5,2
Dog,Eaton,4,Mixed Breed,,1,Brown,,,2,1,1,1,2,2,0,Selangor,e9dec895b,1,3
Cat,Tipsy,48,Tabby,,1,Black,Brown,Golden,2,2,1,1,1,1,0,Kuala Lumpur,a5dc02b69,5,4
Dog,,1,Mixed Breed,Mixed Breed,1,Golden,,,1,1,2,2,2,1,0,Selangor,4d8b93dd1,3,4
Dog,WhiteSox,1,Mixed Breed,,1,Black,White,,2,1,2,2,2,1,0,Selangor,dea0253b6,8,1
Dog,Emily,2,Mixed Breed,Mixed Breed,2,Black,Brown,White,2,2,2,1,2,1,0,Kuala Lumpur,e73545fe5,2,2
Cat,Ah Pong,60,Burmilla,,2,Brown,Golden,Gray,2,3,1,1,2,1,0,Johor,9e876d171,11,3
Cat,Little Fa,12,Tortoiseshell,,2,Black,Yellow,White,1,2,1,1,1,1,0,Kuala Lumpur,64da323a1,1,1
Dog,Puffy,6,Mixed Breed,,2,Black,Brown,,2,1,2,1,2,1,0,Kuala Lumpur,15dbf64f0,2,3
Cat,Sassy,5,Domestic Short Hair,,2,Black,,,1,1,2,1,2,1,0,Selangor,6a07fdc22,2,1
Cat,Tara,18,Domestic Short Hair,,2,Black,Brown,Golden,2,1,1,1,1,1,300,Johor,a03da4900,3,3
Dog,Fei Toi (Fat Dog),5,Mixed Breed,,1,Brown,Cream,,2,1,1,1,2,1,0,Selangor,519bc8382,5,2
Dog,Lex,12,Mixed Breed,,1,Black,Yellow,Cream,2,2,1,1,1,1,0,Perak,0d55c2e2b,4,3
Cat,TIN TIN,8,Domestic Short Hair,,1,Black,,,2,1,1,1,2,1,0,Selangor,c680a5bbb,1,3
Cat,Pearl,12,Domestic Long Hair,Persian,2,Black,Brown,White,2,3,3,3,3,1,0,Kuala Lumpur,feff505f1,1,2
Cat,Teetoos,12,Domestic Short Hair,,1,Cream,Gray,,2,1,2,1,2,1,0,Selangor,b37af97a8,1,3
Cat,May,3,Domestic Short Hair,,1,Black,White,,2,2,2,1,2,1,0,Selangor,c64f86015,1,0
Dog,Carrie,9,Golden Retriever,Shepherd,2,Yellow,Cream,,2,2,1,1,2,1,0,Selangor,2630db5dc,1,1
Cat,Snowy (Mummy),10,Domestic Short Hair,,2,Gray,White,,1,1,2,1,2,1,0,Perak,199277f1a,4,4
Cat,Lucky Eight,3,Tabby,Domestic Short Hair,2,Black,White,,1,1,1,1,2,1,0,Kuala Lumpur,3b4ac67f0,5,0
Cat,Shadow,3,Domestic Short Hair,,2,Black,Yellow,White,2,1,2,2,2,1,0,Selangor,ca35f4b19,1,0
Dog,PLATO,1,Mixed Breed,Mixed Breed,2,Black,White,,1,1,2,1,2,1,0,Selangor,bd9d521c5,9,3
Dog,Aiko,2,Mixed Breed,,2,Black,Brown,,2,1,3,3,2,1,0,Selangor,aa7395687,2,2
Dog,Jake,2,Mixed Breed,,1,Black,Brown,,2,1,2,2,2,1,20,Pulau Pinang,881580d4b,1,2
Dog,Blackie,60,Spitz,Mixed Breed,2,Black,,,2,2,1,1,1,1,0,Kuala Lumpur,546a913cc,4,2
Dog,SPOTTY,4,Labrador Retriever,Retriever,2,Brown,White,,2,1,2,2,2,1,0,Pulau Pinang,648727065,10,3
Dog,SC-Puppy-001,4,Mixed Breed,,2,Brown,,,2,1,2,2,2,1,0,Pulau Pinang,184a51562,1,1
Cat,Mimi,15,Domestic Medium Hair,,1,Golden,White,,2,2,1,1,2,1,0,Johor,87975de34,3,1
Dog,Cookie,36,Mixed Breed,Poodle,2,Brown,,,1,2,1,1,3,1,0,Kuala Lumpur,61f95d269,4,1
Cat,Charlie,11,Domestic Short Hair,,1,Black,,,2,1,2,2,2,1,0,Kuala Lumpur,21f095582,1,4
Dog,Qi Qi,4,Mixed Breed,,2,Brown,,,2,2,2,1,2,1,0,Johor,1652a3e1e,3,4
Dog,Britney,24,Silky Terrier,,2,Brown,,,1,2,3,3,2,1,0,Kuala Lumpur,b77b75f2d,1,1
Cat,,2,Domestic Short Hair,,1,Yellow,White,,2,1,2,2,2,1,0,Selangor,d77a6813d,2,2
Cat,Peanut,3,Domestic Short Hair,,1,Golden,Yellow,,1,1,3,3,3,1,0,Kuala Lumpur,40713e16a,4,2
Cat,Kitten - Mixed Persian,1,Persian,Domestic Medium Hair,1,Yellow,,,1,2,2,2,2,1,0,Kuala Lumpur,6d7e560d9,6,1
Dog,Happy,24,Mixed Breed,,2,Black,,,2,1,1,1,1,1,50,Selangor,42ea2e045,2,4
Dog,Lucky,48,Shih Tzu,,1,White,,,1,2,1,1,1,1,0,Kuala Lumpur,e585b064b,2,1
Dog,"Female Puppy, 6 Weeks",1,Mixed Breed,Mixed Breed,2,Yellow,,,2,1,2,2,2,1,0,Pulau Pinang,f4a6e9cec,1,1
Dog,Hot Cakes,3,Mixed Breed,,2,Black,White,,2,1,1,1,2,1,0,Selangor,4bb0c8226,3,3
Dog,Roland,1,Mixed Breed,,1,Black,Yellow,,2,1,3,3,2,1,0,Selangor,da84db2f7,1,2
Cat,Dexter,6,Abyssinian,,1,Black,White,,2,2,2,2,2,1,0,Selangor,86855ddfd,1,0
Cat,Mummy Sockie,8,Domestic Short Hair,,2,Black,White,,2,2,2,2,2,1,0,Selangor,cc5892ce1,3,4
Dog,Save Me Or I'll Die #9,12,Mixed Breed,Spitz,1,Brown,Cream,,2,2,3,3,3,1,0,Kuala Lumpur,13b807376,1,2
Dog,Benji,72,Terrier,Spitz,1,Cream,White,,2,2,1,1,2,1,0,Kuala Lumpur,fc710f1e8,1,4
Dog,Artie,5,Pomeranian,,1,Brown,Cream,,1,2,1,1,2,1,500,Selangor,a64ca36ca,2,1
Dog,A2,2,Mixed Breed,,1,Black,White,,2,2,2,1,2,1,0,Pulau Pinang,24e2e049e,1,2
Cat,Orange,1,Domestic Short Hair,,1,Golden,White,,1,1,2,2,2,1,0,Kuala Lumpur,72e9e5442,4,4
Cat,*sparky*,1,Domestic Medium Hair,,2,Black,Golden,White,2,2,2,2,2,1,0,Johor,e3427692e,3,1
Dog,Solo-Black Labrador/Brindle Mix,1,Mixed Breed,,2,Black,Brown,,2,1,2,1,2,1,0,Selangor,7b9b65bde,8,3
Cat,Tiffani,30,Domestic Short Hair,,2,Black,Gray,White,2,1,1,1,1,1,0,Selangor,310c3f884,2,4
Dog,,36,Basset Hound,,1,Black,Brown,White,2,1,1,1,2,1,0,Kuala Lumpur,29c50ee9a,3,1
Dog,Chen-chen,72,Shih Tzu,,1,Brown,Gray,White,1,3,1,1,1,1,150,Kuala Lumpur,574919b00,11,3
Cat,Boh,12,Domestic Short Hair,,1,Black,White,,2,1,1,1,1,1,0,Kuala Lumpur,b7dda91fe,2,2
Dog,Spot,10,Mixed Breed,,1,Black,,,2,1,1,2,3,1,0,Selangor,ffd2e82a9,3,3
Cat,,5,Domestic Short Hair,,2,Brown,,,2,1,2,2,2,1,0,Melaka,0e920f96d,1,4
Dog,Stone,24,Mixed Breed,,1,Cream,,,2,2,1,1,2,1,0,Selangor,8ff2c63c4,2,2
Cat,Cottie,4,Domestic Short Hair,,2,Cream,White,,1,1,1,1,1,1,50,Kuala Lumpur,a819792f7,5,1
Dog,JJ,8,Jack Russell Terrier,,1,Black,Brown,White,1,1,1,1,1,1,0,Kuala Lumpur,2d8b42d21,6,3
Dog,Maley,2,Collie,Mixed Breed,1,Brown,White,,2,1,2,2,2,1,0,Selangor,6c5079e85,3,1
Cat,Jon Jon,4,American Shorthair,,1,Black,White,,2,2,2,1,2,1,0,Kuala Lumpur,7991808f5,3,3
Cat,Mitten,10,Domestic Short Hair,,2,Black,Gray,White,1,1,1,1,2,1,50,Kuala Lumpur,534fff3cf,1,4
Cat,Miss Tinnie,1,Persian,Calico,2,Black,Golden,White,2,3,1,1,2,1,150,Kuala Lumpur,9dbcae6f7,5,3
Cat,,2,Domestic Medium Hair,,1,Black,Cream,White,2,2,2,2,2,1,0,Kuala Lumpur,47ecc7ef4,5,1
Dog,Tuxedo,4,Mixed Breed,,1,Black,,,2,1,2,1,2,1,80,Selangor,fb1adae2d,4,3
Cat,Oreo,5,Domestic Medium Hair,,2,Brown,Cream,,1,2,2,2,2,1,0,Selangor,ff4d9a3c6,6,2
Cat,Scarlette,4,Domestic Short Hair,,2,Golden,,,1,1,1,1,2,1,0,Selangor,40843af1e,2,1
Cat,YooHee,60,Persian,Persian,2,Cream,Gray,White,2,3,1,1,2,1,100,Selangor,8ff587b75,3,3
Cat,Kaka,3,Domestic Short Hair,,1,Brown,Yellow,White,2,1,1,1,2,1,0,Pulau Pinang,1683f03de,7,2
Cat,Dak Lang,4,Domestic Medium Hair,,2,Black,Brown,Gray,2,2,1,1,3,1,0,Selangor,add2629da,3,1
Dog,Kiki,12,Mixed Breed,,1,Black,,,2,1,2,1,1,1,0,Johor,083787e4a,4,2
Cat,Kanye,4,Domestic Short Hair,,1,Black,Brown,,2,2,2,2,2,1,0,Kuala Lumpur,251b3b086,1,4
Cat,,6,Domestic Short Hair,,2,Black,,,1,1,2,2,2,1,0,Selangor,3069e2d3c,1,4
Dog,Bobo,3,Mixed Breed,,2,Brown,,,2,2,1,1,2,1,0,Selangor,1f6fe20fc,5,3
Dog,Tommy,1,Rottweiler,Mixed Breed,1,Black,Brown,,2,2,2,2,2,1,0,Pulau Pinang,1819e298c,5,1
Cat,Kitty,1,Domestic Medium Hair,,1,Yellow,Cream,,2,2,2,2,2,1,0,Selangor,8bbf5133b,9,1
Dog,Baby,1,Mixed Breed,Mixed Breed,2,Black,Brown,,2,2,3,2,3,1,0,Kuala Lumpur,21b5e3d22,3,4
Cat,Shy Girl,3,Domestic Short Hair,,2,Gray,White,,2,1,2,1,2,1,50,Selangor,8ad784999,7,1
Cat,Star,1,Domestic Short Hair,,2,Black,White,,2,1,2,2,2,1,0,Selangor,c32f8daca,1,2
Dog,Chester,11,Mixed Breed,,1,Brown,White,,2,1,1,1,1,1,150,Selangor,6f512ee65,3,2
Cat,Tam Tam,24,American Shorthair,,2,Black,Brown,White,3,2,3,3,3,1,0,Kuala Lumpur,38733d0a1,4,1
Cat,Faith,4,Domestic Short Hair,Domestic Medium Hair,2,Golden,White,,2,1,1,1,2,1,0,Selangor,1cd8131cd,1,2
Cat,,2,Domestic Short Hair,,1,Brown,Yellow,,2,2,2,2,2,1,0,Selangor,93a9cf943,2,1
Cat,,2,Domestic Short Hair,,2,Black,Yellow,White,1,1,2,2,2,1,20,Selangor,0a13e47c3,4,4
Cat,Candy,5,Domestic Short Hair,Tabby,2,Brown,Golden,,1,1,2,1,2,1,0,Selangor,ec8411943,12,3
Dog,Tracy,11,Golden Retriever,Mixed Breed,2,Brown,White,,2,2,1,1,1,1,0,Selangor,838c5c399,1,3
Dog,Nisha Girl,2,Mixed Breed,,2,Black,Brown,,2,1,1,1,2,1,0,Selangor,5b4a22c83,3,4
Dog,Puppy,2,Mixed Breed,Terrier,2,Black,Brown,,1,1,2,2,2,1,0,Selangor,6afc6acee,4,4
Dog,Jo-Jo,12,Mixed Breed,,2,Black,Brown,White,1,2,1,1,2,1,20,Pulau Pinang,687c0c2cd,3,4
Dog,Milo,12,Mixed Breed,,2,Brown,Cream,White,2,1,3,3,3,1,0,Pulau Pinang,474ee7e00,5,3
Dog,A Special Girl With Loving Names,120,Labrador Retriever,,2,Yellow,Cream,White,3,1,3,3,3,3,0,Selangor,f3b52a69c,4,2
Dog,QiQi,60,Poodle,,2,Brown,,,1,2,1,1,1,1,200,Selangor,15dc4c629,7,3
Dog,QD,11,Mixed Breed,,2,Brown,Golden,,3,2,1,1,3,1,0,Johor,298feb02b,1,3
Cat,Arwen The Second,36,Domestic Short Hair,,2,White,,,2,1,1,1,1,1,50,Selangor,189637f90,3,1
Cat,Soya,3,Domestic Short Hair,,2,Black,White,,2,2,3,1,2,1,0,Kuala Lumpur,073484a7d,11,2
Dog,Balcky,12,Mixed Breed,,2,Black,Gray,White,2,2,2,2,2,1,0,Selangor,8fa1c5c38,2,4
Dog,Coco,2,Mixed Breed,,2,Brown,White,,2,1,2,2,2,1,0,Kuala Lumpur,9b93196dd,2,1
Dog,,2,Mixed Breed,,1,White,,,2,1,2,2,2,1,50,Johor,be7fbd988,1,1
Dog,Timmy,36,Poodle,,1,Golden,,,1,2,1,1,1,1,0,Kuala Lumpur,a7a44933c,2,2
Dog,Bobo,12,Mixed Breed,,1,Black,Brown,Gray,1,2,3,3,3,1,0,Selangor,bf458a7d4,5,0
Dog,Cute White Poodle Mix,21,Poodle,,1,White,,,1,2,1,1,2,1,450,Kuala Lumpur,b121d3be8,4,4
Dog,Hoclicks,1,Mixed Breed,,2,Cream,,,2,1,1,1,2,1,0,Selangor,f261c9968,4,3
Dog,S,0,Mixed Breed,,2,Brown,,,2,2,2,2,2,1,0,Selangor,7bfe2d68f,5,1
Dog,"Female Puppy, 5 Weeks",1,Mixed Breed,Mixed Breed,2,Black,Yellow,,2,1,2,2,2,1,0,Pulau Pinang,8c3d81083,2,1
Dog,Mojo,3,Mixed Breed,,1,Golden,,,2,2,1,1,3,1,0,Melaka,d58c146d6,1,4
