programa,orden_preferencia,jornada,nota_formacion_previa,nota_admision,moroso,arancel_al_dia,beca,edad_ingreso,desempleo,inflacion,crecimiento_pib,asignaturas_convalidadas,asignaturas_inscritas,evaluaciones_realizadas,asignaturas_aprobadas,promedio_notas,asignaturas_sin_evaluacion,resultado
Administración,1,diurna,122.0,120.6,0,1,1,19,9.4,-0.8,-3.12,0,5,5,5,12.8,0,graduado
Servicio social,3,diurna,118.0,112.4,0,1,0,19,16.2,0.3,-0.92,0,6,10,5,11.285714285714286,0,abandono
Diseño de animación y multimedia,1,diurna,174.0,157.9,0,1,0,18,13.9,-0.3,0.79,0,0,0,0,0.0,0,graduado
Turismo,1,diurna,142.0,125.9,0,1,1,19,10.8,1.4,1.74,0,6,0,0,0.0,0,abandono
Enfermería,2,diurna,131.0,118.4,0,1,1,20,16.2,0.3,-0.92,0,7,9,6,13.766666666666666,0,abandono
Enfermería,3,diurna,139.0,130.8,0,0,0,18,9.4,-0.8,-3.12,0,8,9,6,12.758333333333333,1,abandono
Diseño de animación y multimedia,1,diurna,170.0,176.7,0,1,1,19,11.1,0.6,2.02,0,0,0,0,0.0,0,abandono
Diseño de comunicación,1,diurna,182.0,156.8,0,1,0,18,10.8,1.4,1.74,0,6,6,6,12.666666666666666,0,graduado
Enfermería veterinaria,1,diurna,125.0,126.8,0,1,0,18,11.1,0.6,2.02,0,6,13,6,12.0,0,continua_matriculado
Servicio social,1,diurna,142.0,128.0,0,1,1,19,16.2,0.3,-0.92,0,6,8,6,12.25,0,graduado
Administración,2,diurna,119.0,113.8,0,1,0,20,7.6,2.6,0.32,0,5,8,3,11.333333333333334,0,graduado
Enfermería,5,diurna,128.0,120.8,0,1,1,19,16.2,0.3,-0.92,0,7,9,7,13.507142857142856,0,graduado
Enfermería,3,diurna,150.0,130.8,0,1,0,18,12.7,3.7,-1.7,0,8,8,7,13.614285714285714,0,graduado
Turismo,1,diurna,133.1,101.0,1,1,0,25,15.5,2.8,-4.06,0,6,6,0,0.0,0,abandono
Diseño de comunicación,5,diurna,131.0,126.1,0,0,0,18,7.6,2.6,0.32,0,6,9,4,11.5,1,graduado
Periodismo y comunicación,5,diurna,118.0,113.8,0,1,0,19,8.9,1.4,3.51,0,6,7,6,12.333333333333334,0,graduado
Higiene oral,2,diurna,122.0,118.3,0,1,1,19,15.5,2.8,-4.06,0,7,7,7,11.971428571428572,0,graduado
Administración,1,diurna,116.0,127.9,1,0,1,20,9.4,-0.8,-3.12,0,5,12,2,13.0,1,abandono
Enfermería,5,diurna,137.0,131.1,0,1,0,18,13.9,-0.3,0.79,0,7,9,7,12.385714285714286,0,continua_matriculado
Enfermería veterinaria,4,diurna,128.0,117.9,0,1,0,20,10.8,1.4,1.74,0,5,12,2,13.5,0,graduado
Servicio social,1,diurna,123.0,115.7,0,1,0,21,11.1,0.6,2.02,0,6,8,6,12.166666666666666,0,graduado
Diseño de animación y multimedia,2,diurna,133.1,141.0,0,1,0,19,12.7,3.7,-1.7,0,0,0,0,0.0,0,graduado
Servicio social,1,vespertina,110.0,120.0,0,1,0,42,10.8,1.4,1.74,0,6,6,6,11.666666666666666,0,graduado
Equinocultura,1,diurna,143.0,131.8,1,0,0,18,8.9,1.4,3.51,0,6,9,5,12.4,0,continua_matriculado
Diseño de comunicación,1,diurna,150.0,131.1,0,1,1,19,15.5,2.8,-4.06,0,6,7,5,13.4,0,graduado
Turismo,6,diurna,129.0,117.8,0,1,0,18,8.9,1.4,3.51,0,6,11,6,12.0,0,graduado
Enfermería veterinaria,1,diurna,140.0,140.0,0,1,0,21,10.8,1.4,1.74,0,5,6,5,14.2,0,graduado
Servicio social,1,diurna,133.1,108.0,0,1,1,20,16.2,0.3,-0.92,0,6,8,6,12.125,0,graduado
Educación básica,1,diurna,132.0,122.9,0,1,0,20,11.1,0.6,2.02,0,7,7,7,13.857142857142858,0,graduado
Enfermería veterinaria,1,diurna,130.0,130.0,0,1,0,21,12.4,0.5,1.79,1,6,13,3,11.75,0,continua_matriculado
Enfermería,4,diurna,137.0,126.0,0,1,0,19,15.5,2.8,-4.06,0,7,9,7,14.283333333333337,0,graduado
Servicio social,1,diurna,133.1,134.0,0,1,0,21,7.6,2.6,0.32,10,13,21,11,13.272727272727272,0,graduado
Diseño de comunicación,1,diurna,143.0,134.3,0,1,0,19,8.9,1.4,3.51,0,6,6,6,14.666666666666666,0,graduado
Enfermería,1,diurna,148.0,138.7,0,1,1,19,15.5,2.8,-4.06,0,7,10,7,15.114999999999998,0,graduado
Diseño de animación y multimedia,2,diurna,137.0,143.3,0,1,0,18,9.4,-0.8,-3.12,0,0,0,0,0.0,0,continua_matriculado
Enfermería veterinaria,1,diurna,160.0,160.0,0,1,0,22,16.2,0.3,-0.92,1,6,13,6,15.0,0,graduado
Educación básica,2,diurna,112.0,111.0,0,1,0,21,9.4,-0.8,-3.12,0,6,8,5,13.2,0,graduado
Turismo,4,diurna,133.0,128.5,0,1,1,18,7.6,2.6,0.32,0,6,14,2,11.0,0,abandono
Enfermería,4,diurna,142.0,133.0,0,1,1,20,10.8,1.4,1.74,0,8,8,7,14.565714285714288,0,graduado
Gestión de publicidad y marketing,2,diurna,123.0,114.6,1,0,0,18,7.6,2.6,0.32,0,5,8,3,12.0,0,abandono
Servicio social,1,diurna,103.0,104.1,0,1,0,20,8.9,1.4,3.51,0,6,6,0,0.0,0,abandono
Enfermería,4,diurna,140.0,127.6,0,1,0,23,12.4,0.5,1.79,0,7,7,6,13.796666666666669,0,graduado
Periodismo y comunicación,2,diurna,159.0,151.0,0,1,0,18,12.7,3.7,-1.7,0,6,6,6,14.833333333333334,0,graduado
Servicio social,1,diurna,140.0,135.7,0,1,0,20,12.4,0.5,1.79,3,6,6,6,12.833333333333334,0,graduado
Enfermería,1,diurna,148.0,137.8,0,1,1,18,10.8,1.4,1.74,0,8,8,7,14.962857142857144,0,graduado
Administración,6,diurna,112.0,117.3,0,1,0,20,11.1,0.6,2.02,0,5,8,4,12.0,0,graduado
Enfermería,2,diurna,131.0,121.2,0,1,0,18,16.2,0.3,-0.92,0,7,8,7,12.4,0,graduado
Gestión de publicidad y marketing,1,diurna,145.0,129.3,0,1,0,20,16.2,0.3,-0.92,0,6,7,6,15.571428571428571,0,graduado
Enfermería,5,diurna,133.1,123.0,0,1,0,19,12.7,3.7,-1.7,0,8,8,7,13.714285714285714,0,graduado
Enfermería veterinaria,1,diurna,140.0,140.0,0,1,0,21,13.9,-0.3,0.79,2,6,9,6,13.142857142857142,0,graduado
Diseño de comunicación,1,diurna,140.0,140.0,0,1,0,33,11.1,0.6,2.02,0,6,7,6,15.0,0,graduado
Enfermería veterinaria,1,diurna,150.0,144.6,1,0,0,24,7.6,2.6,0.32,0,5,6,1,13.0,0,abandono
Servicio social,1,diurna,120.0,118.3,0,1,1,20,13.9,-0.3,0.79,8,11,12,11,12.0,0,graduado
Diseño de animación y multimedia,1,diurna,156.0,153.6,0,1,0,18,9.4,-0.8,-3.12,0,0,0,0,0.0,0,graduado
Diseño de comunicación,4,diurna,167.0,158.3,0,1,0,18,15.5,2.8,-4.06,0,6,6,6,15.166666666666666,0,graduado
Servicio social,1,vespertina,133.1,100.0,1,1,0,29,7.6,2.6,0.32,1,6,9,4,12.0,0,abandono
Enfermería,1,diurna,147.0,134.9,0,1,0,18,16.2,0.3,-0.92,0,7,7,7,13.642857142857142,0,graduado
Periodismo y comunicación,3,diurna,129.0,142.0,0,1,0,19,9.4,-0.8,-3.12,0,6,8,6,12.666666666666666,0,graduado
Diseño de animación y multimedia,1,diurna,136.0,127.3,0,1,0,19,15.5,2.8,-4.06,0,0,0,0,0.0,0,abandono
Servicio social,1,diurna,128.0,116.5,0,1,1,18,12.4,0.5,1.79,0,6,8,5,10.8,0,graduado
Enfermería,1,diurna,140.0,138.6,0,1,1,19,16.2,0.3,-0.92,0,7,9,6,14.25,0,graduado
Educación básica,1,diurna,141.0,133.0,0,1,0,20,10.8,1.4,1.74,6,14,22,12,12.153846153846152,0,abandono
Servicio social,2,diurna,133.0,136.2,0,1,0,19,7.6,2.6,0.32,0,6,14,1,11.5,0,continua_matriculado
Turismo,1,diurna,125.0,118.0,0,1,1,19,9.4,-0.8,-3.12,0,6,10,4,12.25,0,graduado
Diseño de comunicación,1,diurna,124.0,126.8,0,1,1,18,13.9,-0.3,0.79,1,6,8,6,12.0,1,continua_matriculado
Enfermería,6,diurna,140.0,128.5,0,1,1,18,9.4,-0.8,-3.12,0,8,8,8,13.40375,0,graduado
Turismo,1,diurna,140.0,129.9,0,1,1,19,9.4,-0.8,-3.12,0,6,15,6,11.333333333333334,0,graduado
Periodismo y comunicación,4,diurna,137.0,125.8,1,1,0,20,12.7,3.7,-1.7,0,6,7,5,12.2,0,abandono
Diseño de animación y multimedia,1,diurna,144.0,129.3,0,1,1,18,7.6,2.6,0.32,0,0,0,0,0.0,0,continua_matriculado
Enfermería,6,diurna,138.0,124.7,0,1,0,18,16.2,0.3,-0.92,0,7,0,0,0.0,0,abandono
Agronomía,1,diurna,130.0,154.9,1,0,0,35,8.9,1.4,3.51,0,6,8,5,16.166666666666668,0,abandono
Ingeniería informática,1,diurna,142.0,127.3,0,1,0,18,16.2,0.3,-0.92,0,5,10,3,11.0,0,continua_matriculado
Diseño de animación y multimedia,1,diurna,136.0,129.0,0,1,1,19,13.9,-0.3,0.79,0,0,0,0,0.0,0,graduado
Periodismo y comunicación,2,diurna,133.1,98.0,0,1,1,19,15.5,2.8,-4.06,0,6,8,4,12.0,0,continua_matriculado
Administración,2,diurna,130.0,122.0,0,1,0,20,10.8,1.4,1.74,0,5,8,2,10.5,0,continua_matriculado
Diseño de comunicación,1,diurna,117.0,112.5,0,1,0,19,13.9,-0.3,0.79,3,6,7,3,11.666666666666666,0,continua_matriculado
Administración,3,diurna,136.0,127.3,0,1,0,19,12.7,3.7,-1.7,0,5,8,3,11.0,0,abandono
Higiene oral,2,diurna,133.1,100.5,0,1,0,24,11.1,0.6,2.02,0,7,18,0,0.0,0,abandono
Servicio social,1,vespertina,140.0,122.0,1,0,0,29,12.4,0.5,1.79,0,6,11,4,12.5,0,abandono
Enfermería,1,diurna,150.0,140.0,0,1,0,24,15.5,2.8,-4.06,0,7,11,7,11.294444444444444,0,graduado
Turismo,2,diurna,121.0,116.1,0,1,0,19,15.5,2.8,-4.06,0,6,8,5,11.2,0,graduado
Diseño de animación y multimedia,1,diurna,120.0,130.0,0,1,0,37,7.6,2.6,0.32,0,0,0,0,0.0,0,abandono
Diseño de comunicación,2,diurna,143.0,146.2,0,1,0,18,16.2,0.3,-0.92,0,6,7,5,13.2,0,graduado
Ingeniería informática,1,diurna,180.0,180.0,0,1,1,20,12.4,0.5,1.79,3,7,12,6,14.142857142857142,0,continua_matriculado
Administración,5,diurna,132.0,127.8,0,0,0,18,11.1,0.6,2.02,0,5,0,0,0.0,0,abandono
Administración,1,diurna,130.0,130.8,0,1,0,22,16.2,0.3,-0.92,0,5,5,0,0.0,0,continua_matriculado
Administración,2,diurna,133.1,109.0,0,1,1,22,10.8,1.4,1.74,0,5,7,3,12.333333333333334,0,continua_matriculado
Periodismo y comunicación,5,diurna,131.0,132.4,1,0,0,18,11.1,0.6,2.02,0,6,6,0,0.0,0,abandono
Enfermería,3,diurna,149.0,129.3,0,1,0,18,12.7,3.7,-1.7,0,8,8,7,13.1,0,graduado
Diseño de comunicación,1,diurna,124.0,125.4,0,1,0,19,9.4,-0.8,-3.12,0,6,6,6,13.5,0,graduado
Ingeniería informática,1,diurna,126.0,130.2,0,1,0,19,10.8,1.4,1.74,0,5,7,5,10.2,0,continua_matriculado
Servicio social,1,diurna,140.0,132.0,0,1,0,19,16.2,0.3,-0.92,0,6,10,5,11.571428571428571,0,abandono
Agronomía,1,diurna,170.0,170.0,1,1,0,21,12.4,0.5,1.79,0,6,7,6,15.285714285714286,0,graduado
Periodismo y comunicación,2,diurna,133.0,130.2,0,1,0,19,8.9,1.4,3.51,0,6,9,5,12.6,0,continua_matriculado
Higiene oral,2,diurna,126.0,115.5,0,1,0,18,8.9,1.4,3.51,0,7,11,6,13.433333333333332,0,graduado
Administración,2,diurna,129.0,127.6,0,1,0,19,10.8,1.4,1.74,0,5,8,5,11.6,0,abandono
Periodismo y comunicación,1,diurna,140.0,140.0,0,1,0,25,11.1,0.6,2.02,0,6,6,6,14.666666666666666,0,graduado
Diseño de comunicación,1,diurna,130.0,120.2,0,1,0,22,12.7,3.7,-1.7,0,6,9,6,14.666666666666666,0,graduado
Enfermería,1,diurna,130.0,150.0,0,1,0,24,12.7,3.7,-1.7,0,8,8,7,12.742857142857144,0,graduado
Enfermería,2,diurna,99.0,100.0,0,1,0,19,13.9,-0.3,0.79,0,7,9,7,11.975,0,graduado
Ingeniería informática,1,diurna,146.0,100.0,0,1,0,18,13.9,-0.3,0.79,0,5,9,4,12.25,0,continua_matriculado
Diseño de animación y multimedia,1,diurna,129.0,128.0,0,0,0,20,9.4,-0.8,-3.12,0,0,0,0,0.0,0,abandono
Enfermería,2,diurna,132.0,128.0,0,1,1,19,10.8,1.4,1.74,0,8,8,7,14.935714285714283,0,graduado
Turismo,3,diurna,110.0,107.2,0,1,0,19,7.6,2.6,0.32,1,6,16,2,10.5,0,abandono
Gestión de publicidad y marketing,1,diurna,116.0,110.1,0,1,0,19,12.4,0.5,1.79,0,6,9,5,13.333333333333334,0,graduado
Agronomía,1,diurna,119.0,119.0,1,1,0,23,15.5,2.8,-4.06,0,6,6,0,0.0,0,abandono
Periodismo y comunicación,1,diurna,120.0,155.5,0,1,0,47,12.7,3.7,-1.7,0,6,12,5,13.8,0,abandono
Diseño de comunicación,1,diurna,117.0,118.4,0,1,0,19,16.2,0.3,-0.92,0,6,6,6,11.833333333333334,0,graduado
Diseño de animación y multimedia,4,diurna,137.0,141.2,0,1,0,19,11.1,0.6,2.02,0,0,0,0,0.0,0,graduado
Diseño de animación y multimedia,1,diurna,124.0,119.1,0,1,0,18,16.2,0.3,-0.92,0,0,0,0,0.0,0,abandono
Administración,1,diurna,151.0,111.0,0,1,0,28,15.5,2.8,-4.06,0,5,9,2,10.0,0,abandono
Turismo,1,diurna,138.6,138.6,0,1,0,20,7.6,2.6,0.32,0,6,10,4,11.5,0,abandono
Turismo,2,diurna,118.0,121.2,0,1,1,18,15.5,2.8,-4.06,0,6,12,3,10.666666666666666,0,continua_matriculado
Diseño de animación y multimedia,1,diurna,136.0,150.4,0,1,1,21,12.4,0.5,1.79,0,0,0,0,0.0,0,graduado
Turismo,1,diurna,123.0,117.8,0,1,0,19,10.8,1.4,1.74,0,6,10,4,12.75,0,continua_matriculado
Turismo,1,diurna,133.1,102.5,1,0,0,24,16.2,0.3,-0.92,0,6,7,0,0.0,0,abandono
Equinocultura,1,diurna,130.0,110.0,0,1,0,24,16.2,0.3,-0.92,0,6,11,6,11.333333333333334,0,continua_matriculado
Enfermería veterinaria,1,diurna,133.1,138.3,1,0,0,25,8.9,1.4,3.51,0,6,6,0,0.0,0,continua_matriculado
Turismo,1,diurna,150.0,122.3,0,1,0,28,13.9,-0.3,0.79,0,6,10,6,13.0,0,graduado
Administración,1,vespertina,130.0,127.8,0,1,0,37,7.6,2.6,0.32,0,5,7,4,10.75,0,continua_matriculado
Ingeniería informática,1,diurna,128.0,100.0,0,1,0,19,13.9,-0.3,0.79,0,5,8,5,12.0,0,continua_matriculado
Enfermería,4,diurna,133.0,126.4,0,1,1,18,11.1,0.6,2.02,0,7,7,7,13.462857142857144,0,graduado
Turismo,1,diurna,133.1,100.0,0,1,0,48,7.6,2.6,0.32,0,6,13,3,10.0,0,abandono
Servicio social,4,diurna,129.0,117.1,0,1,0,21,8.9,1.4,3.51,0,6,6,6,12.333333333333334,0,graduado
Enfermería,1,diurna,128.0,124.7,0,1,1,19,15.5,2.8,-4.06,0,7,11,6,12.528571428571428,0,continua_matriculado
Enfermería,2,diurna,136.0,124.1,0,1,1,21,9.4,-0.8,-3.12,0,8,8,0,0.0,8,continua_matriculado
Ingeniería informática,1,diurna,130.0,129.4,1,0,0,23,13.9,-0.3,0.79,0,5,6,0,0.0,0,abandono
Equinocultura,1,diurna,141.0,138.9,0,1,0,18,10.8,1.4,1.74,0,5,5,5,13.6,0,graduado
Servicio social,1,diurna,140.0,138.6,0,1,0,22,13.9,-0.3,0.79,3,6,7,6,12.333333333333334,0,abandono
Diseño de animación y multimedia,1,diurna,122.0,133.9,0,1,0,25,12.4,0.5,1.79,9,13,16,10,11.454545454545457,0,abandono
Enfermería veterinaria,1,diurna,140.0,140.0,1,1,0,27,11.1,0.6,2.02,8,13,13,8,13.5,2,abandono
Ingeniería informática,1,diurna,133.1,95.1,0,0,0,49,10.8,1.4,1.74,0,5,5,0,0.0,0,abandono
Administración,1,vespertina,120.0,128.2,0,0,0,31,12.7,3.7,-1.7,0,5,5,2,11.0,0,abandono
Turismo,1,diurna,133.1,121.5,0,1,0,54,16.2,0.3,-0.92,0,6,9,6,13.714285714285714,0,abandono
Tecnologías de producción de biocombustibles,1,diurna,120.0,120.0,1,0,0,25,11.1,0.6,2.02,18,21,26,21,12.363636363636363,0,abandono
Agronomía,1,diurna,130.0,130.0,0,1,0,20,15.5,2.8,-4.06,1,7,13,3,10.666666666666666,0,continua_matriculado
Diseño de comunicación,1,diurna,120.0,120.0,0,1,0,28,12.7,3.7,-1.7,0,6,9,2,12.0,0,abandono
Servicio social,1,vespertina,133.1,107.0,0,1,0,41,12.7,3.7,-1.7,1,7,7,7,12.857142857142858,0,graduado
Gestión de publicidad y marketing,2,diurna,122.0,116.1,0,1,1,19,11.1,0.6,2.02,0,6,10,6,13.125,0,continua_matriculado
Administración,1,diurna,123.0,114.4,0,1,0,22,15.5,2.8,-4.06,0,5,6,0,0.0,0,abandono
Turismo,1,diurna,178.0,157.7,0,1,0,34,15.5,2.8,-4.06,0,6,13,2,13.5,0,abandono
Agronomía,1,diurna,130.0,150.0,1,0,0,28,11.1,0.6,2.02,5,11,14,11,15.090909090909092,0,abandono
Educación básica,1,diurna,110.0,114.3,0,1,0,42,7.6,2.6,0.32,0,6,9,5,12.4,0,continua_matriculado
Enfermería veterinaria,1,diurna,106.0,104.6,0,0,0,21,11.1,0.6,2.02,0,6,10,5,14.0,0,continua_matriculado
Agronomía,1,diurna,140.0,140.0,0,1,0,50,15.5,2.8,-4.06,2,6,8,2,13.5,0,abandono
Administración,4,diurna,108.0,109.1,0,1,0,19,12.4,0.5,1.79,0,5,5,0,0.0,0,abandono
Enfermería,1,diurna,120.0,120.6,0,1,0,18,16.2,0.3,-0.92,0,7,12,4,12.65,0,abandono
Administración,1,vespertina,100.0,161.9,0,1,0,59,16.2,0.3,-0.92,0,5,7,0,0.0,0,abandono
Administración,1,vespertina,140.0,140.0,0,0,0,33,7.6,2.6,0.32,0,5,5,0,0.0,0,abandono
Diseño de comunicación,2,diurna,133.1,178.0,0,1,1,23,9.4,-0.8,-3.12,0,6,8,6,13.333333333333334,0,graduado
Administración,1,vespertina,133.1,138.3,0,1,0,44,13.9,-0.3,0.79,0,5,9,3,11.333333333333334,0,abandono
Servicio social,4,vespertina,140.0,128.0,0,1,0,37,9.4,-0.8,-3.12,0,6,0,0,0.0,0,abandono
Diseño de animación y multimedia,1,diurna,100.0,139.0,0,1,0,36,10.8,1.4,1.74,0,0,0,0,0.0,0,abandono
Administración,2,vespertina,123.0,113.2,0,0,0,22,7.6,2.6,0.32,0,5,7,3,11.666666666666666,0,abandono
Servicio social,1,vespertina,133.1,139.0,0,1,0,49,12.4,0.5,1.79,0,6,8,6,12.166666666666666,0,graduado
Periodismo y comunicación,1,diurna,135.0,110.0,0,1,0,23,11.1,0.6,2.02,0,6,7,6,13.333333333333334,0,graduado
Diseño de comunicación,1,diurna,132.0,136.6,0,1,0,19,7.6,2.6,0.32,0,6,7,5,11.4,0,continua_matriculado
Servicio social,1,vespertina,120.0,161.1,0,1,0,47,16.2,0.3,-0.92,0,6,9,6,12.142857142857142,0,abandono
Agronomía,1,diurna,130.0,130.0,0,1,0,28,15.5,2.8,-4.06,9,18,36,17,13.058823529411764,1,graduado
Agronomía,1,diurna,140.0,140.0,0,1,0,21,15.5,2.8,-4.06,0,6,13,4,11.75,0,continua_matriculado
Turismo,1,diurna,133.1,121.0,1,0,0,21,8.9,1.4,3.51,0,6,9,5,11.833333333333334,0,abandono
Servicio social,1,diurna,120.0,118.6,0,1,0,21,13.9,-0.3,0.79,9,11,14,10,12.4,0,graduado
Diseño de comunicación,1,diurna,140.0,138.3,0,1,0,20,13.9,-0.3,0.79,1,6,8,6,13.428571428571429,1,continua_matriculado
Administración,1,diurna,133.1,115.8,0,0,0,49,10.8,1.4,1.74,0,5,5,0,0.0,0,abandono
Administración,1,vespertina,120.0,160.0,0,1,0,40,15.5,2.8,-4.06,0,5,5,5,11.0,0,graduado
Turismo,1,diurna,125.0,114.5,0,1,1,22,11.1,0.6,2.02,0,6,8,6,13.625,0,graduado
Ingeniería informática,1,diurna,136.0,117.5,0,1,0,19,15.5,2.8,-4.06,2,5,6,4,11.8,0,continua_matriculado
Administración,1,vespertina,133.1,121.7,0,1,0,31,13.9,-0.3,0.79,0,5,5,0,0.0,0,abandono
Ingeniería informática,1,diurna,120.0,115.0,0,1,0,30,15.5,2.8,-4.06,1,6,9,2,15.0,0,abandono
Servicio social,1,diurna,127.0,125.3,0,1,0,19,7.6,2.6,0.32,0,6,9,5,10.8,0,graduado
Administración,1,diurna,131.0,131.0,0,1,0,22,9.4,-0.8,-3.12,0,5,11,3,13.666666666666666,0,abandono
Periodismo y comunicación,1,diurna,127.0,126.3,0,1,0,19,15.5,2.8,-4.06,0,6,8,6,12.833333333333334,0,graduado
Diseño de animación y multimedia,1,diurna,132.0,127.1,0,0,0,21,7.6,2.6,0.32,0,0,0,0,0.0,0,abandono
Gestión de publicidad y marketing,3,diurna,137.0,138.4,0,1,0,19,11.1,0.6,2.02,0,6,8,6,15.125,0,graduado
Administración,2,diurna,126.0,100.0,0,1,0,22,16.2,0.3,-0.92,0,5,11,0,0.0,0,abandono
Servicio social,1,diurna,136.0,126.2,0,1,0,22,10.8,1.4,1.74,0,6,10,5,11.4,0,graduado
Servicio social,1,diurna,124.0,118.8,0,1,0,19,9.4,-0.8,-3.12,0,6,12,4,12.25,0,graduado
Turismo,1,diurna,137.0,124.5,0,0,0,26,16.2,0.3,-0.92,0,6,0,0,0.0,0,abandono
Ingeniería informática,1,diurna,140.0,140.0,0,1,0,23,12.4,0.5,1.79,3,7,12,3,14.0,0,continua_matriculado
Diseño de comunicación,1,diurna,131.0,125.1,0,1,0,18,16.2,0.3,-0.92,0,6,7,6,12.333333333333334,0,continua_matriculado
Administración,1,diurna,130.0,118.8,1,1,1,22,15.5,2.8,-4.06,0,5,8,5,10.666666666666666,0,continua_matriculado
Ingeniería informática,5,diurna,136.0,125.2,0,1,0,19,12.4,0.5,1.79,0,5,9,5,11.833333333333334,0,continua_matriculado
Administración,1,diurna,133.1,95.0,0,1,0,20,11.1,0.6,2.02,0,5,14,0,0.0,0,abandono
Diseño de comunicación,3,diurna,110.0,107.6,0,1,1,22,7.6,2.6,0.32,0,6,6,6,11.666666666666666,0,continua_matriculado
Equinocultura,1,diurna,140.0,140.0,0,0,0,18,12.7,3.7,-1.7,2,5,7,2,13.0,0,abandono
Administración,2,vespertina,133.1,125.4,0,1,0,39,10.8,1.4,1.74,0,2,5,0,0.0,0,abandono
Enfermería,1,diurna,141.0,128.0,0,1,0,18,10.8,1.4,1.74,0,8,8,0,0.0,3,abandono
Ingeniería informática,3,diurna,130.0,129.3,0,1,1,18,8.9,1.4,3.51,0,5,5,5,13.0,0,graduado
Servicio social,1,diurna,160.0,152.0,0,1,1,19,13.9,-0.3,0.79,0,6,7,6,13.857142857142858,0,graduado
Enfermería,1,diurna,140.0,128.8,0,1,0,18,12.4,0.5,1.79,0,7,7,6,13.391666666666666,0,graduado
Administración,1,diurna,150.0,152.8,0,1,1,18,7.6,2.6,0.32,0,5,7,4,12.75,0,abandono
Equinocultura,1,diurna,150.0,150.0,0,1,0,22,10.8,1.4,1.74,0,5,7,4,14.5,0,graduado
Servicio social,1,diurna,133.1,112.0,0,1,0,19,12.4,0.5,1.79,0,6,7,6,12.166666666666666,0,graduado
Equinocultura,1,diurna,152.0,135.6,0,1,0,18,12.7,3.7,-1.7,0,5,5,5,15.4,0,abandono
Ingeniería informática,1,diurna,133.1,134.4,1,0,0,31,16.2,0.3,-0.92,0,5,9,2,13.333333333333334,0,abandono
Administración,1,vespertina,130.0,120.5,0,1,0,28,12.7,3.7,-1.7,0,5,5,0,0.0,0,abandono
Diseño de comunicación,1,diurna,148.0,141.4,0,1,0,19,15.5,2.8,-4.06,0,6,0,0,0.0,0,abandono
Turismo,1,diurna,148.0,145.2,0,1,0,20,16.2,0.3,-0.92,0,6,7,6,13.714285714285714,0,graduado
Servicio social,1,diurna,130.0,140.0,0,1,0,50,8.9,1.4,3.51,0,6,7,4,12.25,0,abandono
Diseño de comunicación,1,diurna,160.0,100.0,0,1,0,38,13.9,-0.3,0.79,1,6,9,5,16.0,1,continua_matriculado
Administración,1,vespertina,130.0,140.0,0,1,0,31,9.4,-0.8,-3.12,0,5,8,1,11.0,0,abandono
Enfermería,1,diurna,110.0,126.0,0,1,0,27,7.6,2.6,0.32,0,7,7,7,14.085714285714284,0,continua_matriculado
Servicio social,1,diurna,122.0,112.6,0,1,0,21,12.7,3.7,-1.7,0,6,9,6,10.166666666666666,0,graduado
Ingeniería informática,1,diurna,110.0,106.8,0,1,0,34,8.9,1.4,3.51,0,5,8,1,10.0,0,abandono
Ingeniería informática,1,diurna,129.0,121.6,0,1,0,19,7.6,2.6,0.32,0,5,10,0,0.0,0,continua_matriculado
Administración,1,vespertina,110.0,120.0,0,0,0,40,9.4,-0.8,-3.12,0,5,10,2,10.5,0,abandono
Diseño de animación y multimedia,1,diurna,170.0,160.6,0,1,1,18,12.7,3.7,-1.7,0,0,0,0,0.0,0,graduado
Diseño de comunicación,1,diurna,110.0,130.0,1,0,1,46,15.5,2.8,-4.06,0,6,6,0,0.0,0,abandono
Servicio social,5,vespertina,110.0,110.0,0,1,0,37,7.6,2.6,0.32,0,6,12,0,0.0,0,abandono
Agronomía,1,diurna,133.1,110.0,0,1,0,31,16.2,0.3,-0.92,0,6,8,0,0.0,0,abandono
Agronomía,1,diurna,133.1,145.8,0,1,0,34,12.4,0.5,1.79,0,6,15,5,13.333333333333334,0,graduado
Diseño de animación y multimedia,6,diurna,126.0,130.2,0,1,1,18,9.4,-0.8,-3.12,0,0,0,0,0.0,0,abandono
Gestión de publicidad y marketing,1,diurna,137.0,122.3,0,1,1,18,12.4,0.5,1.79,0,6,7,6,13.571428571428571,0,graduado
Diseño de comunicación,4,diurna,117.0,125.4,0,1,1,19,11.1,0.6,2.02,0,6,6,6,12.833333333333334,0,graduado
Administración,1,vespertina,100.0,130.0,0,1,0,40,15.5,2.8,-4.06,1,5,6,4,10.25,0,abandono
Equinocultura,1,diurna,120.0,150.0,0,1,0,25,12.4,0.5,1.79,0,6,6,0,0.0,0,abandono
Ingeniería informática,5,diurna,126.0,116.9,1,1,0,20,11.1,0.6,2.02,0,5,5,4,14.5,0,abandono
Ingeniería informática,1,diurna,122.0,114.7,0,1,0,20,11.1,0.6,2.02,0,5,6,5,15.8,0,continua_matriculado
Agronomía,1,diurna,111.0,95.8,0,0,0,43,15.5,2.8,-4.06,0,6,0,0,0.0,0,abandono
Ingeniería informática,4,diurna,139.0,133.1,0,1,0,18,7.6,2.6,0.32,0,5,8,4,12.5,0,continua_matriculado
Agronomía,1,diurna,150.0,150.0,0,1,0,35,15.5,2.8,-4.06,16,18,22,18,11.666666666666666,0,graduado
